applicant_id,business_name,sector,vintage_months,gst_filing_regularity,gst_turnover_growth,gst_itc_mismatch_rate,upi_avg_daily_inflow,upi_inflow_volatility,upi_customer_concentration,aa_avg_balance,aa_bounce_rate,aa_existing_emi_ratio,bureau_thin_signal,default_12m
MSME1591,Vaidya-Chokshi,Auto components,91,0.813,0.022,0.179,32963.77,0.342,0.161,55167.46,0.093,0.086,0.442,0
MSME1592,Jha Ltd,Services,53,0.912,0.063,0.291,23206.6,0.275,0.05,89195.68,0.08,0.459,0.51,0
MSME1593,Dugar Inc,Manufacturing,60,0.865,-0.058,0.254,17603.44,0.503,0.181,42084.63,0.072,0.025,0.071,0
MSME1594,"Radhakrishnan, Deol and Chander",Retail/Kirana,31,0.827,0.185,0.397,34209.51,0.542,0.095,40923.93,0.112,0.168,0.329,1
MSME1595,Loyal-Oak,Retail/Kirana,10,0.929,-0.058,0.489,6167.33,0.547,0.283,19145.56,0.145,0.312,0.655,0
MSME1596,Swamy Group,Retail/Kirana,70,0.855,-0.034,0.069,9174.64,0.454,0.047,25527.62,0.292,0.193,0.676,1
MSME1597,"Halder, Borde and Bhatnagar",Agri-trade,58,0.361,0.411,0.56,18375.55,0.467,0.362,47736.01,0.042,0.574,0.129,0
MSME1598,"Iyengar, Bose and Gill",Manufacturing,48,0.536,0.118,0.073,21184.64,0.223,0.437,88276.22,0.348,0.071,0.603,0
MSME1599,Kuruvilla-Dugal,Textiles,93,0.773,0.275,0.406,5816.56,0.37,0.183,43274.01,0.048,0.121,0.453,0
MSME1600,"Pandya, Rattan and Mall",Textiles,31,0.596,0.098,0.126,32496.74,0.346,0.123,77300.72,0.039,0.159,0.517,0
MSME1601,Sangha Ltd,Textiles,61,0.598,0.114,0.304,16290.14,0.016,0.032,80549.52,0.071,0.454,0.413,0
MSME1602,Sarin and Sons,Auto components,92,0.765,0.181,0.289,2375.23,0.081,0.276,108106.7,0.124,0.184,0.403,0
MSME1603,Pau-Ganesh,Auto components,86,0.339,-0.043,0.3,23398.22,0.15,0.278,0.0,0.234,0.38,0.414,1
MSME1604,"Mahajan, Sabharwal and Mittal",Manufacturing,20,0.677,0.213,0.06,23512.32,0.579,0.329,36365.93,0.17,0.09,0.241,0
MSME1605,Kanda-Chacko,Food & Beverage,83,0.738,-0.09,0.112,32557.5,0.372,0.07,96660.05,0.014,0.436,0.518,1
MSME1606,"Balasubramanian, Sawhney and Mitter",Agri-trade,50,0.646,-0.264,0.041,500.0,0.378,0.187,19780.17,0.055,0.072,0.52,0
MSME1607,"Dutta, Reddy and Dara",Agri-trade,47,0.805,0.156,0.11,4862.28,0.158,0.522,0.0,0.096,0.101,0.2,1
MSME1608,Dixit-Shanker,Manufacturing,61,0.592,-0.298,0.153,32661.66,0.2,0.256,27579.07,0.227,0.185,0.179,1
MSME1609,"Raval, Palan and Magar",Agri-trade,23,0.88,0.368,0.323,17329.37,0.419,0.319,13661.99,0.042,0.276,0.54,0
MSME1610,Amble LLC,Textiles,44,0.869,-0.138,0.2,20657.77,0.18,0.202,0.0,0.255,0.243,0.777,0
MSME1611,Vaidya Group,Services,34,0.713,0.18,0.172,500.0,0.225,0.283,90974.82,0.154,0.26,0.215,1
MSME1612,"Venkatesh, Borra and Rai",Textiles,93,0.645,0.066,0.108,23446.4,0.505,0.04,61133.51,0.31,0.137,0.568,1
MSME1613,Sengupta LLC,Auto components,48,0.608,0.012,0.02,27751.53,0.329,0.141,0.0,0.021,0.553,0.499,0
MSME1614,Narayan Ltd,Services,91,0.791,0.288,0.211,49648.41,0.195,0.185,24279.98,0.373,0.355,0.581,0
MSME1615,Basu PLC,Retail/Kirana,74,0.932,0.114,0.178,31423.38,0.434,0.198,79305.82,0.042,0.161,0.463,0
MSME1616,Handa Group,Services,66,0.616,0.016,0.395,15005.78,0.318,0.217,71235.82,0.224,0.459,0.411,1
MSME1617,"Prabhu, Pall and Bhakta",Manufacturing,83,0.77,-0.041,0.101,29779.87,0.045,0.453,86066.45,0.043,0.087,0.332,1
MSME1618,Kannan-Sehgal,Auto components,44,0.938,0.015,0.151,14070.71,0.113,0.265,17844.66,0.086,0.135,0.566,0
MSME1619,"Kaul, Bhandari and Thaman",Textiles,40,0.779,0.186,0.162,32960.29,0.076,0.206,0.0,0.093,0.458,0.163,0
MSME1620,Bhargava-Lal,Agri-trade,79,0.489,0.019,0.038,18344.8,0.315,0.231,76279.01,0.173,0.088,0.761,1
MSME1621,Madan-Dora,Textiles,93,0.754,0.118,0.221,12836.76,0.329,0.168,41636.86,0.124,0.413,0.294,0
MSME1622,Sachar-Chand,Agri-trade,52,0.634,0.221,0.148,15807.21,0.031,0.467,92825.89,0.036,0.367,0.31,0
MSME1623,"Pant, Ganguly and Mohanty",Manufacturing,63,0.326,0.138,0.173,500.0,0.274,0.15,59841.89,0.17,0.348,0.504,0
MSME1624,Seth-Goswami,Retail/Kirana,75,0.811,0.003,0.176,25843.94,0.482,0.259,62389.49,0.13,0.4,0.299,0
MSME1625,"Kunda, Pai and Iyer",Agri-trade,37,0.872,0.216,0.362,27036.36,0.037,0.467,36529.44,0.104,0.201,0.203,0
MSME1626,"Wason, Mohan and Sha",Services,48,0.713,0.229,0.07,31437.18,0.274,0.196,37121.69,0.29,0.054,0.609,0
MSME1627,Radhakrishnan Inc,Food & Beverage,65,0.95,0.338,0.125,20317.34,0.321,0.247,75178.54,0.187,0.179,0.474,0
MSME1628,Palla-Khare,Retail/Kirana,43,0.616,-0.052,0.084,15558.47,0.295,0.097,77165.23,0.018,0.038,0.364,0
MSME1629,Bhagat-Andra,Retail/Kirana,60,0.525,-0.185,0.207,24223.38,0.236,0.254,103832.87,0.12,0.287,0.212,0
MSME1630,Kaur PLC,Agri-trade,33,0.912,0.172,0.293,28048.49,0.069,0.407,49786.09,0.144,0.124,0.595,0
MSME1631,Bhattacharyya Ltd,Services,18,0.725,0.099,0.117,22547.79,0.188,0.34,81051.74,0.059,0.32,0.749,0
MSME1632,Purohit-Karpe,Agri-trade,6,0.637,0.212,0.059,5953.48,0.23,0.112,60057.7,0.188,0.201,0.339,1
MSME1633,Kale-Ramakrishnan,Food & Beverage,86,0.627,0.011,0.132,41056.98,0.354,0.135,36897.21,0.05,0.118,0.811,0
MSME1634,Mall LLC,Agri-trade,66,0.791,0.319,0.059,8832.77,0.058,0.106,26134.51,0.097,0.36,0.478,0
MSME1635,Pillay PLC,Services,76,0.393,0.333,0.235,10438.84,0.311,0.218,70585.09,0.117,0.187,0.336,0
MSME1636,Sarna-Jani,Food & Beverage,16,0.452,-0.107,0.334,4978.25,0.159,0.053,58358.66,0.202,0.549,0.337,0
MSME1637,"Boase, Tella and Date",Wholesale Trade,82,0.75,0.059,0.216,8918.02,0.49,0.051,0.0,0.182,0.219,0.485,0
MSME1638,Bera Inc,Agri-trade,87,0.906,0.129,0.17,14096.85,0.135,0.581,44510.27,0.173,0.421,0.288,0
MSME1639,Anand-Rana,Services,45,0.804,0.154,0.047,8531.78,0.276,0.249,4517.87,0.322,0.091,0.381,0
MSME1640,Bassi Group,Services,14,0.862,-0.302,0.203,17478.28,0.046,0.393,10350.35,0.123,0.194,0.189,1
MSME1641,"Sridhar, Deshpande and Butala",Manufacturing,95,0.693,0.106,0.142,30077.26,0.058,0.201,47840.94,0.076,0.069,0.685,0
MSME1642,Prashad-Sarkar,Services,29,0.715,0.276,0.053,15324.66,0.354,0.082,0.0,0.073,0.122,0.684,1
MSME1643,Mander-Chaudhary,Food & Beverage,86,0.457,0.218,0.053,11770.37,0.127,0.123,22426.83,0.071,0.517,0.407,0
MSME1644,Bakshi Group,Food & Beverage,52,0.484,0.041,0.138,8956.81,0.029,0.234,26158.4,0.061,0.038,0.421,0
MSME1645,Lad-Chander,Textiles,52,0.566,-0.142,0.084,14563.75,0.335,0.263,43367.32,0.079,0.274,0.538,1
MSME1646,Chaudhuri PLC,Auto components,73,0.597,0.234,0.153,40474.39,0.06,0.196,50779.79,0.059,0.157,0.826,0
MSME1647,Mandal-Nair,Textiles,74,0.752,0.177,0.27,23095.73,0.387,0.139,0.0,0.108,0.286,0.587,0
MSME1648,"Srinivas, Chana and Murthy",Services,24,0.619,0.253,0.315,18538.42,0.302,0.095,21916.34,0.196,0.157,0.461,1
MSME1649,Balan-Bhatia,Services,14,0.77,0.031,0.225,25795.34,0.322,0.049,27433.91,0.05,0.232,0.536,0
MSME1650,"Batra, Kadakia and Chatterjee",Auto components,70,0.853,0.142,0.385,25446.85,0.359,0.218,43528.52,0.127,0.14,0.662,0
MSME1651,"Das, Grewal and Vyas",Auto components,42,0.236,0.181,0.257,6321.39,0.093,0.28,14204.62,0.115,0.129,0.453,1
MSME1652,Rana-Gokhale,Wholesale Trade,70,0.815,0.053,0.328,21365.67,0.274,0.402,0.0,0.177,0.183,0.38,0
MSME1653,Palla-Sen,Food & Beverage,74,0.567,0.155,0.077,35652.2,0.185,0.105,0.0,0.031,0.05,0.439,0
MSME1654,Tripathi PLC,Food & Beverage,71,0.959,0.089,0.093,11915.04,0.409,0.371,23987.78,0.327,0.074,0.28,0
MSME1655,Chana and Sons,Textiles,72,0.529,0.03,0.237,26822.6,0.503,0.336,86307.24,0.007,0.243,0.096,1
MSME1656,Golla Group,Agri-trade,73,0.78,0.031,0.096,26460.54,0.144,0.051,71557.14,0.056,0.197,0.434,1
MSME1657,"Shankar, Nayar and Master",Manufacturing,70,0.954,-0.051,0.405,500.0,0.171,0.223,54561.06,0.127,0.15,0.697,0
MSME1658,"Dhillon, Dhawan and Shankar",Food & Beverage,27,0.553,0.065,0.14,34129.62,0.756,0.297,39900.77,0.024,0.226,0.61,0
MSME1659,Srinivasan-De,Agri-trade,58,0.976,0.149,0.181,15870.15,0.517,0.338,58391.91,0.155,0.098,0.22,0
MSME1660,Doctor Inc,Manufacturing,85,0.719,-0.038,0.295,500.0,0.056,0.301,57743.96,0.127,0.23,0.396,1
MSME1661,Shere-Soni,Manufacturing,24,0.615,0.219,0.305,39436.53,0.111,0.498,66676.68,0.025,0.123,0.464,0
MSME1662,Chhabra and Sons,Retail/Kirana,67,0.354,-0.079,0.254,21797.59,0.332,0.228,39494.05,0.028,0.143,0.687,0
MSME1663,Barad-Palla,Food & Beverage,8,0.802,0.129,0.049,17688.93,0.403,0.384,90355.15,0.214,0.19,0.217,0
MSME1664,Batta-Mann,Auto components,95,0.378,0.282,0.224,19092.55,0.308,0.086,57206.33,0.073,0.557,0.441,0
MSME1665,Suri PLC,Retail/Kirana,75,0.519,0.329,0.122,23737.58,0.223,0.409,12200.25,0.158,0.173,0.329,0
MSME1666,"Thakkar, Thaman and Gaba",Services,44,0.65,0.37,0.454,24229.63,0.297,0.089,96378.16,0.072,0.587,0.895,0
MSME1667,Bassi-Sridhar,Services,32,0.918,0.149,0.224,30806.58,0.594,0.542,10730.54,0.084,0.612,0.594,0
MSME1668,"Swaminathan, Reddy and Dash",Agri-trade,15,0.629,0.327,0.146,20422.8,0.229,0.116,13220.08,0.125,0.339,0.449,0
MSME1669,"Deep, Srivastava and Sharaf",Wholesale Trade,73,0.803,0.036,0.317,22160.16,0.288,0.124,74540.68,0.257,0.34,0.143,1
MSME1670,Rajagopalan PLC,Auto components,56,0.794,-0.004,0.29,13033.7,0.099,0.039,34038.63,0.056,0.129,0.261,1
MSME1671,"Bal, Nazareth and Bava",Services,34,0.933,-0.272,0.271,5028.36,0.139,0.061,50452.87,0.264,0.222,0.206,1
MSME1672,"Mitter, Deol and Deo",Manufacturing,76,0.825,0.189,0.102,24786.13,0.273,0.177,44762.47,0.014,0.165,0.627,0
MSME1673,Sidhu and Sons,Food & Beverage,39,0.964,0.054,0.122,31203.2,0.568,0.046,39164.67,0.124,0.101,0.78,0
MSME1674,Badami Ltd,Textiles,30,0.795,0.354,0.112,14993.49,0.158,0.072,61648.31,0.01,0.435,0.413,1
MSME1675,Tak-Batra,Auto components,87,0.772,0.251,0.047,23259.0,0.346,0.215,73795.14,0.309,0.303,0.723,1
MSME1676,Karpe-Keer,Retail/Kirana,15,0.871,-0.032,0.436,21333.78,0.297,0.361,56945.14,0.069,0.089,0.522,1
MSME1677,Lata PLC,Retail/Kirana,61,0.541,0.176,0.149,27645.94,0.168,0.065,60632.11,0.236,0.363,0.482,1
MSME1678,Sundaram-Rama,Auto components,6,0.775,-0.086,0.085,21428.96,0.087,0.139,0.0,0.013,0.297,0.192,0
MSME1679,"Nadkarni, Varty and Choudhary",Manufacturing,51,0.634,0.112,0.053,21724.51,0.458,0.049,36431.94,0.063,0.205,0.538,0
MSME1680,Dugar LLC,Manufacturing,31,0.348,-0.031,0.271,14493.04,0.171,0.42,72826.04,0.321,0.089,0.226,1
MSME1681,Kothari Group,Auto components,54,0.809,-0.132,0.093,6266.53,0.246,0.477,59906.15,0.104,0.198,0.75,1
MSME1682,Khatri-Mand,Textiles,67,0.682,0.071,0.106,13690.95,0.322,0.078,3768.78,0.02,0.129,0.607,0
MSME1683,"Pillai, Sood and Krishnan",Textiles,70,0.697,0.094,0.127,20128.01,0.265,0.275,0.0,0.024,0.394,0.417,0
MSME1684,"Rajagopalan, Chander and Lalla",Manufacturing,59,0.39,0.142,0.143,5863.88,0.373,0.106,74201.56,0.023,0.226,0.612,0
MSME1685,"Dutta, Venkataraman and Nadig",Wholesale Trade,63,0.415,0.155,0.331,29609.34,0.225,0.062,100290.05,0.119,0.015,0.42,0
MSME1686,Mahajan Group,Food & Beverage,75,0.633,-0.162,0.196,16819.08,0.369,0.184,68270.45,0.157,0.184,0.467,1
MSME1687,Date Inc,Food & Beverage,70,0.447,0.055,0.209,13737.31,0.495,0.181,83257.34,0.044,0.205,0.441,1
MSME1688,"Bala, Madan and Sehgal",Services,40,0.775,0.067,0.052,7170.95,0.117,0.076,76948.9,0.135,0.245,0.586,0
MSME1689,Saran Group,Manufacturing,11,0.737,0.085,0.11,17573.88,0.248,0.372,38544.77,0.017,0.313,0.695,1
MSME1690,Taneja LLC,Services,5,0.684,-0.121,0.236,22953.04,0.134,0.369,27194.66,0.05,0.251,0.271,0
MSME1691,Majumdar-Lall,Services,73,0.825,-0.069,0.244,500.0,0.171,0.11,56406.69,0.086,0.434,0.526,1
MSME1692,Sahni Group,Textiles,90,0.492,-0.044,0.147,15149.94,0.115,0.466,107234.59,0.14,0.361,0.593,1
MSME1693,"Dada, Bhat and Lata",Textiles,69,0.964,0.297,0.085,500.0,0.249,0.255,34119.02,0.115,0.061,0.543,0
MSME1694,Chandran-Menon,Agri-trade,55,0.721,0.195,0.113,11289.13,0.374,0.24,57083.48,0.408,0.275,0.527,0
MSME1695,"Gill, Srivastava and Prabhu",Food & Beverage,59,0.524,0.2,0.205,14610.97,0.047,0.585,33877.08,0.067,0.275,0.149,1
MSME1696,Singhal LLC,Manufacturing,65,0.498,0.006,0.24,548.01,0.241,0.259,44077.45,0.04,0.529,0.176,0
MSME1697,"Sastry, Kata and Wason",Food & Beverage,42,0.59,-0.06,0.427,9419.08,0.151,0.3,64700.14,0.031,0.035,0.795,0
MSME1698,"Char, Sabharwal and Sami",Food & Beverage,22,0.842,-0.011,0.133,32019.13,0.213,0.415,22955.96,0.206,0.174,0.218,1
MSME1699,Lad Ltd,Wholesale Trade,12,0.628,0.104,0.198,16993.69,0.366,0.181,31963.5,0.227,0.27,0.564,1
MSME1700,Zachariah-Bedi,Services,79,0.436,-0.082,0.066,14342.11,0.155,0.185,21651.31,0.067,0.354,0.391,1
MSME1701,Chakrabarti Group,Agri-trade,75,0.837,0.18,0.158,8177.93,0.264,0.241,62406.34,0.163,0.461,0.721,1
MSME1702,"Rout, Nadig and Bassi",Wholesale Trade,18,0.936,0.119,0.116,500.0,0.222,0.2,55729.24,0.133,0.313,0.662,0
MSME1703,Madan LLC,Agri-trade,22,0.722,0.105,0.317,32431.13,0.192,0.104,60794.47,0.089,0.094,0.752,0
MSME1704,"Pillay, Ramachandran and Khatri",Textiles,38,0.616,0.011,0.383,13908.12,0.113,0.449,53834.61,0.09,0.34,0.809,1
MSME1705,"Contractor, Balakrishnan and Sodhi",Services,34,0.74,0.229,0.181,43526.93,0.067,0.158,0.0,0.184,0.553,0.748,0
MSME1706,Chada-Khare,Manufacturing,15,0.751,0.196,0.127,35171.53,0.279,0.173,21172.06,0.094,0.597,0.559,1
MSME1707,Roy-Chada,Auto components,36,0.982,0.238,0.067,23596.44,0.282,0.521,63118.15,0.004,0.222,0.705,0
MSME1708,Jani-Sastry,Retail/Kirana,60,0.588,0.14,0.164,28736.17,0.174,0.212,74757.96,0.04,0.167,0.503,0
MSME1709,Kumer-Agarwal,Auto components,70,0.805,-0.282,0.057,5373.27,0.263,0.452,55690.39,0.27,0.165,0.604,1
MSME1710,Kara-Agate,Retail/Kirana,21,0.969,-0.045,0.254,6089.24,0.507,0.067,74263.25,0.097,0.051,0.617,0
MSME1711,"Kaul, Tella and Agate",Manufacturing,57,0.549,-0.063,0.476,28015.92,0.256,0.324,4038.9,0.022,0.18,0.579,0
MSME1712,Gera Inc,Textiles,80,0.707,0.079,0.208,37035.45,0.094,0.433,48797.71,0.13,0.243,0.483,0
MSME1713,Nagarajan-Badal,Manufacturing,49,0.57,-0.206,0.078,26572.1,0.274,0.373,60276.44,0.127,0.334,0.532,1
MSME1714,Datta and Sons,Food & Beverage,90,0.674,0.435,0.234,18978.49,0.287,0.183,59396.54,0.143,0.501,0.386,1
MSME1715,Dey LLC,Wholesale Trade,16,0.659,0.167,0.173,12646.91,0.157,0.06,16992.42,0.079,0.134,0.526,1
MSME1716,Shankar LLC,Agri-trade,84,0.828,0.044,0.279,4156.66,0.254,0.297,85000.67,0.014,0.073,0.585,0
MSME1717,Sawhney-Parekh,Textiles,55,0.57,-0.03,0.18,7996.64,0.248,0.553,97873.45,0.169,0.177,0.234,0
MSME1718,Sathe-Batra,Manufacturing,73,0.655,0.05,0.049,10506.39,0.135,0.054,59028.76,0.12,0.098,0.725,0
MSME1719,Lanka Inc,Auto components,5,0.602,0.468,0.272,500.0,0.297,0.16,44133.26,0.06,0.335,0.295,1
MSME1720,Madan-Parikh,Agri-trade,45,0.787,0.177,0.128,8301.67,0.085,0.152,52428.33,0.071,0.275,0.321,1
MSME1721,Mukhopadhyay-Grover,Services,19,0.514,0.08,0.151,37329.62,0.214,0.029,47473.88,0.137,0.224,0.127,0
MSME1722,"Parmer, Bava and Dhar",Food & Beverage,66,0.814,-0.023,0.051,3401.8,0.306,0.201,45804.84,0.116,0.616,0.724,1
MSME1723,Sankar-Chadha,Textiles,57,0.778,-0.034,0.213,12327.98,0.066,0.391,55469.13,0.172,0.367,0.368,0
MSME1724,Tiwari-Ramachandran,Wholesale Trade,9,0.869,0.16,0.29,6998.03,0.112,0.032,27217.67,0.167,0.108,0.213,0
MSME1725,Ghose PLC,Retail/Kirana,77,0.662,0.376,0.364,22359.58,0.337,0.388,14932.88,0.101,0.485,0.709,1
MSME1726,Morar and Sons,Manufacturing,4,0.855,0.239,0.231,21268.19,0.327,0.27,45994.37,0.136,0.173,0.447,0
MSME1727,Ramesh-Mukhopadhyay,Retail/Kirana,8,0.664,0.337,0.199,25876.08,0.366,0.136,50653.91,0.087,0.367,0.587,1
MSME1728,Swamy-Khare,Food & Beverage,47,0.954,0.096,0.055,6064.98,0.132,0.321,65342.67,0.375,0.157,0.154,0
MSME1729,"Borah, Sethi and Deol",Retail/Kirana,51,0.784,0.047,0.318,26543.15,0.165,0.067,13012.77,0.088,0.241,0.656,0
MSME1730,Thakur and Sons,Wholesale Trade,37,0.498,0.118,0.309,23268.35,0.074,0.561,78911.76,0.039,0.297,0.592,0
MSME1731,Natt Inc,Wholesale Trade,41,0.674,-0.215,0.208,4466.48,0.069,0.033,80638.94,0.105,0.163,0.646,0
MSME1732,Choudhury-Dhar,Manufacturing,60,0.8,0.036,0.34,15559.89,0.258,0.222,34535.38,0.4,0.344,0.643,1
MSME1733,"Narain, Chhabra and Yadav",Textiles,50,0.512,0.312,0.249,17590.11,0.298,0.247,76578.89,0.061,0.42,0.368,1
MSME1734,Sarkar-Sama,Retail/Kirana,94,0.89,0.179,0.177,2954.76,0.083,0.45,41652.03,0.064,0.063,0.759,0
MSME1735,"Gade, Parikh and Pingle",Manufacturing,34,0.768,0.058,0.344,20679.08,0.177,0.209,34080.54,0.313,0.485,0.405,1
MSME1736,Shan-Narayan,Services,38,0.432,0.032,0.324,41195.44,0.398,0.122,28914.74,0.1,0.364,0.208,1
MSME1737,Gole-Ahuja,Auto components,35,0.822,0.065,0.047,14110.14,0.278,0.118,54654.43,0.116,0.227,0.1,0
MSME1738,Parmer-Nayak,Services,30,0.889,0.076,0.207,20607.1,0.65,0.164,5945.79,0.101,0.655,0.548,1
MSME1739,Bumb Inc,Food & Beverage,38,0.635,-0.036,0.326,5713.47,0.235,0.359,23186.09,0.013,0.28,0.401,0
MSME1740,Mangal Inc,Food & Beverage,56,0.626,-0.023,0.313,500.0,0.46,0.089,71940.01,0.166,0.199,0.922,1
MSME1741,Dey PLC,Agri-trade,23,0.628,0.014,0.279,7686.73,0.227,0.254,18892.45,0.103,0.197,0.365,0
MSME1742,Sibal Inc,Wholesale Trade,63,0.782,0.055,0.229,12364.35,0.081,0.346,74590.9,0.126,0.032,0.53,0
MSME1743,Hayer Group,Agri-trade,61,0.574,0.097,0.342,13762.04,0.401,0.279,86568.11,0.068,0.183,0.679,0
MSME1744,Bajwa-Sahni,Services,15,0.687,-0.111,0.384,12613.56,0.16,0.392,47845.13,0.141,0.143,0.68,0
MSME1745,Munshi-Koshy,Retail/Kirana,62,0.756,0.044,0.207,20880.71,0.232,0.284,61877.11,0.196,0.484,0.656,0
MSME1746,"Bal, Parmer and Guha",Agri-trade,19,0.372,-0.023,0.19,15475.21,0.433,0.174,24095.65,0.06,0.105,0.355,1
MSME1747,"Upadhyay, Mutti and Seshadri",Auto components,63,0.475,0.163,0.126,11115.91,0.589,0.48,47913.42,0.305,0.159,0.292,0
MSME1748,Sane PLC,Wholesale Trade,75,0.848,-0.073,0.12,29736.82,0.1,0.302,108771.12,0.117,0.621,0.322,1
MSME1749,"Sama, Butala and Behl",Retail/Kirana,32,0.902,-0.184,0.331,21812.8,0.157,0.495,32465.12,0.052,0.04,0.582,1
MSME1750,"Gera, Chadha and Konda",Food & Beverage,61,0.902,0.299,0.455,15889.95,0.427,0.165,77137.37,0.102,0.061,0.53,0
MSME1751,Sabharwal-Pal,Textiles,28,0.719,0.029,0.148,38179.23,0.064,0.428,107768.8,0.105,0.25,0.562,0
MSME1752,"Bal, Prasad and Kurian",Services,45,0.573,0.058,0.11,500.0,0.119,0.189,43652.51,0.161,0.18,0.467,0
MSME1753,"Bal, Mistry and Mittal",Manufacturing,16,0.659,0.084,0.248,5825.25,0.427,0.262,48014.05,0.01,0.242,0.244,0
MSME1754,"Magar, Badal and Lad",Auto components,35,0.518,0.103,0.467,27805.53,0.283,0.314,90567.39,0.071,0.326,0.399,0
MSME1755,"Kala, Kibe and Garde",Wholesale Trade,56,0.934,0.042,0.174,13070.06,0.451,0.432,2348.17,0.192,0.227,0.332,1
MSME1756,Rajan-Gour,Manufacturing,38,0.669,0.04,0.097,12053.82,0.192,0.083,47560.48,0.242,0.395,0.513,1
MSME1757,Dada-Sodhi,Retail/Kirana,22,0.418,0.401,0.217,17524.17,0.257,0.268,92083.91,0.034,0.288,0.746,0
MSME1758,"Kaul, Sachar and Kapoor",Wholesale Trade,32,0.846,0.09,0.153,4991.84,0.144,0.526,20483.17,0.263,0.093,0.6,0
MSME1759,Deshpande-Memon,Retail/Kirana,80,0.874,0.019,0.211,7788.24,0.381,0.028,17187.22,0.084,0.095,0.752,1
MSME1760,Prashad LLC,Wholesale Trade,33,0.769,-0.173,0.164,12122.48,0.422,0.234,81271.41,0.044,0.093,0.368,0
MSME1761,Pradhan Inc,Manufacturing,4,0.704,-0.006,0.183,30732.69,0.217,0.267,0.0,0.062,0.336,0.521,0
MSME1762,"Kar, Bir and Bajaj",Wholesale Trade,61,0.737,0.034,0.231,31209.2,0.412,0.282,41926.25,0.144,0.138,0.513,0
MSME1763,"Mody, Bhatnagar and Shroff",Food & Beverage,93,0.636,0.078,0.236,5747.06,0.178,0.123,61973.6,0.031,0.232,0.348,0
MSME1764,"Patla, Bhattacharyya and Dhaliwal",Wholesale Trade,68,0.572,0.091,0.223,28418.05,0.071,0.258,0.0,0.013,0.297,0.447,0
MSME1765,Palan Inc,Auto components,8,0.851,0.096,0.382,5300.13,0.099,0.398,0.0,0.189,0.334,0.804,0
MSME1766,Vohra-Thaman,Services,51,0.817,0.049,0.511,19307.19,0.698,0.287,587.99,0.128,0.103,0.479,0
MSME1767,Nagarajan-Choudhary,Wholesale Trade,85,0.808,0.274,0.335,42509.11,0.357,0.114,18242.97,0.088,0.234,0.561,0
MSME1768,Tailor-Anand,Food & Beverage,9,0.613,-0.079,0.059,38514.69,0.331,0.419,92388.95,0.218,0.398,0.407,1
MSME1769,Maharaj Ltd,Auto components,6,0.685,0.246,0.252,500.0,0.18,0.204,84278.99,0.055,0.417,0.676,0
MSME1770,"Kala, Mallick and Dhingra",Retail/Kirana,24,0.579,-0.072,0.508,16423.24,0.053,0.325,38796.81,0.229,0.269,0.251,1
MSME1771,Rai and Sons,Auto components,7,0.785,0.161,0.31,35780.28,0.018,0.252,19705.05,0.024,0.228,0.742,0
MSME1772,Mammen LLC,Textiles,77,0.758,0.161,0.186,6667.37,0.139,0.273,12686.79,0.098,0.288,0.27,0
MSME1773,"Wable, Patla and Dutta",Agri-trade,9,0.901,0.043,0.118,31058.04,0.031,0.21,58582.19,0.009,0.241,0.475,0
MSME1774,Sankaran-Sastry,Food & Beverage,95,0.626,0.179,0.395,19114.01,0.166,0.207,25719.41,0.22,0.394,0.938,0
MSME1775,"Gopal, Sodhi and Dar",Wholesale Trade,82,0.972,0.073,0.326,49285.94,0.277,0.604,69466.91,0.092,0.304,0.22,1
MSME1776,"Bhakta, Bajwa and Bhatti",Retail/Kirana,65,0.806,0.029,0.101,27902.21,0.171,0.268,72267.91,0.009,0.232,0.704,0
MSME1777,"Pant, Bains and Sodhi",Agri-trade,24,0.609,-0.102,0.021,20904.4,0.369,0.308,50401.44,0.102,0.19,0.603,0
MSME1778,Ramachandran Ltd,Manufacturing,20,0.638,-0.267,0.224,23116.16,0.461,0.044,29231.76,0.287,0.325,0.492,1
MSME1779,"Butala, Datta and Walia",Manufacturing,95,0.548,-0.004,0.15,6389.17,0.501,0.141,56109.32,0.262,0.23,0.4,0
MSME1780,Bir-Sridhar,Agri-trade,59,0.472,0.067,0.307,500.0,0.219,0.244,38688.95,0.233,0.454,0.469,0
MSME1781,"Sami, Bhargava and Ravel",Retail/Kirana,18,0.941,0.055,0.196,29421.6,0.12,0.244,7409.61,0.068,0.357,0.124,1
MSME1782,"Raj, Nayar and Mistry",Auto components,63,0.889,0.052,0.353,22278.76,0.281,0.181,65711.25,0.065,0.273,0.762,0
MSME1783,Parsa LLC,Wholesale Trade,37,0.759,-0.028,0.159,3617.58,0.218,0.114,10719.09,0.055,0.354,0.575,1
MSME1784,Agate-Saraf,Agri-trade,7,0.326,0.196,0.395,35420.0,0.267,0.043,69480.03,0.053,0.259,0.695,0
MSME1785,De-Goyal,Wholesale Trade,63,0.408,0.051,0.258,13295.2,0.462,0.513,84894.05,0.273,0.578,0.71,1
MSME1786,Saha-Ray,Textiles,22,0.367,-0.048,0.354,25262.3,0.416,0.189,68686.27,0.02,0.587,0.255,1
MSME1787,Patil-Prashad,Textiles,75,0.625,0.114,0.263,21501.55,0.043,0.487,0.0,0.143,0.246,0.657,0
MSME1788,"Nagarajan, Kapoor and Konda",Agri-trade,77,0.772,-0.227,0.128,18526.27,0.622,0.16,27722.87,0.138,0.266,0.449,1
